Trait	AB1	BRC20067	CB4851	CB4852	CB4853	CB4854	CB4855	CB4856	CB4857	CB4858	CB4932	CX11254	CX11262	CX11264	CX11271	CX11276	CX11285	CX11292	CX11307	CX11314	CX11315	DL200	DL226	DL238	ECA252	ECA36	ED3005	ED3011	ED3012	ED3017	ED3040	ED3046	ED3048	ED3049	ED3052	ED3073	ED3077	EG4347	EG4349	EG4724	EG4725	EG4946	GXW1	JT11398	JU1088	JU1172	JU1200	JU1212	JU1213	JU1242	JU1246	JU1395	JU1400	JU1409	JU1440	JU1491	JU1530	JU1568	JU1580	JU1581	JU1586	JU1652	JU1896	JU2001	JU2007	JU2316	JU2464	JU2466	JU2513	JU2519	JU2522	JU2526	JU258	JU310	JU311	JU323	JU346	JU360	JU367	JU393	JU394	JU397	JU406	JU440	JU561	JU642	JU751	JU774	JU775	JU778	JU782	JU792	JU830	JU847	KR314	LKC34	LSJ1	MY10	MY16	MY18	MY1	MY23	N2	NIC166	NIC195	NIC199	NIC1	NIC207	NIC231	NIC236	NIC242	NIC251	NIC252	NIC255	NIC256	NIC258	NIC259	NIC260	NIC261	NIC262	NIC265	NIC266	NIC267	NIC268	NIC269	NIC271	NIC272	NIC274	NIC275	NIC276	NIC277	NIC2	NIC3	PB303	PB306	PS2025	PX179	QG2075	QG536	QG556	QG557	QW947	QX1211	QX1212	QX1233	QX1791	QX1792	QX1793	QX1794	RC301	WN2001	WN2002
LINE2F(all)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
LINE2D(all)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	2.0	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	NA	NA	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	2.0	1.0	NA
LINE2E(all)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
RTE1(all)	2.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	NA	3.0	3.0	2.0	3.0	2.0	3.0	NA	2.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	1.0	2.0
LINE2C(all)	NA	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	NA	1.0	2.0	1.0	1.0	2.0	1.0	3.0	2.0	NA	1.0	1.0	3.0	2.0	1.0	3.0	1.0	3.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	NA	NA	2.0	2.0	2.0	2.0	2.0	1.0	3.0	NA	2.0	2.0	2.0	NA	2.0	2.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	1.0	1.0	2.0	NA	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	0.0	NA	2.0	1.0	2.0	2.0	1.0	1.0	NA	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	NA	2.0	2.0	1.0	1.0	NA	NA	2.0	2.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	NA	1.0	2.0	2.0	3.0	1.0
MARINER4(all)	1.0	NA	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	NA	2.0	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	NA	2.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	2.0	NA	NA	1.0	NA	1.0	2.0	NA	1.0	NA	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	NA	2.0	1.0	1.0	NA	1.0	1.0	2.0	1.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	NA	NA	NA	NA	1.0	NA	3.0	2.0	1.0	NA	2.0	1.0	1.0	NA	NA	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	1.0	NA	2.0	1.0	1.0	NA	1.0	2.0	3.0	1.0	1.0	4.0	NA	3.0	NA	NA	1.0	1.0
total_dnatransposon(all)	197.0	146.0	605.0	189.0	171.0	147.0	160.0	189.0	163.0	182.0	182.0	145.0	141.0	191.0	175.0	127.0	187.0	175.0	157.0	148.0	153.0	140.0	165.0	193.0	300.0	112.0	166.0	136.0	180.0	177.0	181.0	177.0	155.0	168.0	149.0	169.0	166.0	175.0	189.0	182.0	158.0	188.0	167.0	161.0	180.0	140.0	173.0	118.0	141.0	145.0	155.0	134.0	168.0	171.0	156.0	172.0	182.0	139.0	171.0	188.0	177.0	169.0	193.0	175.0	191.0	95.0	158.0	140.0	158.0	128.0	150.0	124.0	165.0	161.0	194.0	149.0	156.0	168.0	165.0	117.0	187.0	130.0	107.0	173.0	155.0	174.0	136.0	174.0	162.0	160.0	195.0	103.0	154.0	130.0	159.0	158.0	165.0	152.0	230.0	187.0	186.0	205.0	158.0	124.0	174.0	147.0	158.0	149.0	147.0	142.0	149.0	137.0	133.0	149.0	145.0	131.0	147.0	148.0	138.0	128.0	109.0	149.0	155.0	147.0	152.0	129.0	144.0	127.0	143.0	134.0	152.0	171.0	181.0	170.0	173.0	191.0	176.0	149.0	180.0	159.0	148.0	150.0	270.0	191.0	158.0	173.0	170.0	199.0	161.0	193.0	181.0	136.0
MARINER2(all)	63.0	51.0	54.0	57.0	51.0	53.0	47.0	50.0	52.0	51.0	63.0	51.0	50.0	55.0	56.0	48.0	57.0	54.0	55.0	48.0	50.0	52.0	65.0	50.0	53.0	23.0	63.0	54.0	59.0	52.0	60.0	56.0	52.0	54.0	54.0	57.0	55.0	58.0	54.0	61.0	49.0	56.0	56.0	59.0	55.0	48.0	58.0	NA	46.0	50.0	43.0	48.0	57.0	55.0	58.0	53.0	51.0	51.0	46.0	52.0	62.0	56.0	63.0	64.0	55.0	27.0	51.0	49.0	56.0	41.0	52.0	32.0	46.0	49.0	61.0	56.0	55.0	56.0	57.0	41.0	55.0	48.0	NA	56.0	55.0	53.0	50.0	62.0	45.0	50.0	47.0	39.0	56.0	39.0	54.0	54.0	55.0	47.0	57.0	65.0	54.0	60.0	56.0	NA	52.0	46.0	56.0	51.0	56.0	48.0	48.0	32.0	48.0	52.0	42.0	42.0	48.0	46.0	39.0	31.0	27.0	44.0	52.0	42.0	50.0	39.0	47.0	46.0	52.0	48.0	51.0	58.0	52.0	57.0	51.0	57.0	58.0	53.0	55.0	49.0	48.0	53.0	53.0	56.0	51.0	45.0	51.0	60.0	52.0	57.0	59.0	51.0
MARINER3(all)	4.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	4.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	5.0	5.0	6.0	5.0	6.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	6.0	6.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	6.0	NA	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	4.0	5.0	5.0	6.0	5.0	5.0	6.0	5.0	6.0	6.0	5.0	5.0	5.0	6.0	NA	6.0	5.0	5.0	5.0	5.0	5.0	NA	4.0	6.0	NA	5.0	6.0	4.0	5.0	5.0	5.0	5.0	6.0	5.0	6.0	NA	5.0	5.0	5.0	5.0	5.0	5.0	6.0	NA	5.0	5.0	3.0	5.0	NA	7.0	6.0	5.0	6.0	6.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	5.0	6.0	5.0	5.0	5.0	3.0	4.0	4.0	4.0	6.0	4.0	5.0
Chapaev-1(all)	4.0	NA	2.0	4.0	4.0	1.0	2.0	1.0	4.0	4.0	4.0	6.0	NA	7.0	2.0	NA	3.0	4.0	6.0	4.0	4.0	NA	5.0	2.0	3.0	2.0	1.0	1.0	4.0	4.0	2.0	2.0	3.0	2.0	1.0	5.0	3.0	4.0	4.0	3.0	2.0	4.0	3.0	3.0	3.0	NA	4.0	NA	NA	4.0	3.0	NA	3.0	2.0	2.0	2.0	4.0	4.0	3.0	3.0	2.0	2.0	4.0	4.0	5.0	1.0	3.0	3.0	4.0	NA	2.0	NA	1.0	4.0	4.0	1.0	2.0	3.0	1.0	NA	2.0	2.0	NA	5.0	2.0	2.0	NA	1.0	1.0	2.0	1.0	NA	2.0	4.0	NA	0.0	4.0	1.0	3.0	2.0	3.0	4.0	4.0	NA	4.0	1.0	3.0	5.0	1.0	NA	4.0	2.0	3.0	NA	NA	2.0	NA	NA	1.0	1.0	1.0	2.0	3.0	3.0	NA	NA	1.0	1.0	3.0	NA	NA	4.0	3.0	4.0	5.0	7.0	1.0	3.0	3.0	4.0	NA	0.0	7.0	6.0	3.0	4.0	4.0	2.0	5.0	6.0	1.0	NA
total(all)	225.0	168.0	629.0	214.0	199.0	168.0	183.0	216.0	186.0	210.0	213.0	168.0	166.0	216.0	208.0	152.0	212.0	202.0	185.0	172.0	177.0	162.0	189.0	229.0	324.0	135.0	192.0	158.0	204.0	205.0	205.0	201.0	179.0	191.0	169.0	192.0	188.0	205.0	220.0	208.0	183.0	216.0	188.0	188.0	208.0	165.0	197.0	139.0	163.0	172.0	177.0	156.0	194.0	196.0	181.0	201.0	211.0	162.0	196.0	216.0	203.0	187.0	218.0	205.0	220.0	117.0	182.0	160.0	185.0	155.0	176.0	149.0	190.0	185.0	219.0	170.0	180.0	200.0	189.0	142.0	210.0	155.0	123.0	197.0	174.0	196.0	160.0	202.0	191.0	184.0	224.0	129.0	178.0	149.0	179.0	185.0	188.0	181.0	267.0	218.0	211.0	233.0	181.0	142.0	199.0	171.0	187.0	177.0	166.0	172.0	179.0	160.0	154.0	172.0	168.0	157.0	171.0	177.0	162.0	150.0	128.0	172.0	176.0	167.0	177.0	152.0	167.0	147.0	171.0	155.0	177.0	194.0	209.0	193.0	200.0	213.0	209.0	175.0	211.0	182.0	171.0	175.0	313.0	218.0	182.0	204.0	198.0	229.0	187.0	218.0	207.0	160.0
WBT00000661(all)	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	NA	2.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	2.0	2.0	NA	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	2.0	NA	NA	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	NA	2.0	NA	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0	NA	2.0	2.0	NA	2.0	2.0	NA	2.0	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0	2.0	NA	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	2.0	1.0	2.0	2.0	2.0	2.0	2.0	NA	2.0	2.0	2.0
total_unknown(all)	12.0	10.0	10.0	11.0	10.0	12.0	9.0	11.0	10.0	11.0	11.0	9.0	10.0	8.0	11.0	11.0	9.0	11.0	11.0	9.0	9.0	11.0	10.0	11.0	11.0	6.0	10.0	10.0	10.0	12.0	10.0	9.0	13.0	9.0	10.0	11.0	9.0	12.0	12.0	11.0	9.0	11.0	10.0	12.0	10.0	10.0	11.0	9.0	9.0	9.0	10.0	9.0	12.0	10.0	11.0	10.0	14.0	10.0	8.0	11.0	11.0	8.0	10.0	10.0	12.0	8.0	10.0	10.0	9.0	8.0	10.0	10.0	12.0	10.0	9.0	10.0	9.0	12.0	11.0	9.0	10.0	10.0	6.0	9.0	9.0	9.0	9.0	12.0	11.0	8.0	8.0	9.0	12.0	8.0	9.0	12.0	11.0	12.0	10.0	11.0	11.0	8.0	11.0	8.0	10.0	9.0	11.0	10.0	9.0	11.0	10.0	8.0	9.0	10.0	8.0	9.0	10.0	11.0	9.0	8.0	8.0	11.0	10.0	9.0	9.0	9.0	9.0	8.0	10.0	10.0	11.0	11.0	11.0	11.0	10.0	8.0	12.0	10.0	12.0	7.0	9.0	13.0	9.0	9.0	10.0	11.0	8.0	9.0	8.0	11.0	11.0	9.0
WBT00000074(all)	5.0	8.0	8.0	6.0	6.0	5.0	7.0	5.0	6.0	5.0	5.0	NA	NA	7.0	NA	NA	3.0	4.0	NA	NA	NA	NA	NA	4.0	8.0	NA	NA	NA	5.0	6.0	5.0	4.0	6.0	4.0	NA	7.0	7.0	5.0	5.0	6.0	4.0	5.0	7.0	5.0	6.0	NA	5.0	NA	4.0	4.0	4.0	NA	6.0	8.0	6.0	4.0	7.0	NA	3.0	3.0	6.0	6.0	4.0	7.0	5.0	3.0	6.0	7.0	7.0	NA	5.0	5.0	6.0	6.0	6.0	6.0	5.0	6.0	5.0	4.0	8.0	6.0	NA	6.0	NA	4.0	3.0	5.0	4.0	4.0	5.0	NA	4.0	NA	5.0	5.0	6.0	6.0	4.0	4.0	5.0	5.0	6.0	NA	4.0	4.0	6.0	6.0	6.0	4.0	7.0	6.0	NA	NA	3.0	4.0	3.0	4.0	4.0	3.0	6.0	5.0	5.0	NA	4.0	3.0	3.0	NA	5.0	5.0	4.0	7.0	6.0	7.0	NA	5.0	6.0	4.0	5.0	3.0	NA	5.0	3.0	3.0	6.0	5.0	7.0	8.0	5.0	7.0	3.0	6.0
Tc9(all)	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	NA	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	NA	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	10.0	1.0	2.0	4.0	1.0	0.0	1.0	2.0	1.0	1.0
Tc6(all)	7.0	6.0	9.0	8.0	6.0	6.0	5.0	6.0	5.0	6.0	6.0	5.0	5.0	6.0	6.0	NA	6.0	5.0	5.0	6.0	5.0	4.0	5.0	NA	8.0	4.0	5.0	5.0	7.0	6.0	6.0	4.0	5.0	4.0	5.0	6.0	5.0	7.0	5.0	5.0	5.0	5.0	5.0	6.0	5.0	5.0	7.0	NA	4.0	5.0	NA	NA	6.0	5.0	5.0	5.0	7.0	7.0	5.0	6.0	7.0	5.0	8.0	5.0	5.0	NA	5.0	6.0	5.0	5.0	5.0	5.0	4.0	7.0	8.0	6.0	5.0	6.0	8.0	5.0	9.0	6.0	NA	7.0	6.0	5.0	6.0	6.0	6.0	6.0	4.0	NA	5.0	7.0	6.0	5.0	8.0	5.0	9.0	7.0	8.0	9.0	7.0	5.0	4.0	5.0	5.0	6.0	6.0	6.0	6.0	3.0	4.0	6.0	4.0	5.0	6.0	5.0	3.0	4.0	3.0	5.0	5.0	4.0	5.0	4.0	5.0	NA	NA	NA	5.0	7.0	7.0	5.0	5.0	5.0	8.0	5.0	6.0	5.0	5.0	6.0	9.0	6.0	5.0	3.0	6.0	7.0	NA	6.0	6.0	6.0
MARINCE1(all)	10.0	10.0	13.0	12.0	9.0	12.0	11.0	11.0	9.0	10.0	8.0	NA	6.0	7.0	10.0	NA	11.0	10.0	9.0	9.0	8.0	8.0	8.0	11.0	NA	15.0	9.0	NA	13.0	10.0	8.0	10.0	10.0	10.0	NA	11.0	11.0	11.0	9.0	9.0	8.0	11.0	11.0	11.0	11.0	NA	11.0	9.0	10.0	10.0	8.0	NA	9.0	11.0	11.0	9.0	9.0	NA	7.0	10.0	9.0	11.0	14.0	7.0	11.0	NA	8.0	10.0	11.0	10.0	9.0	11.0	10.0	9.0	9.0	9.0	9.0	8.0	10.0	10.0	13.0	NA	NA	10.0	12.0	11.0	10.0	10.0	9.0	12.0	12.0	NA	10.0	10.0	11.0	10.0	10.0	9.0	12.0	9.0	9.0	11.0	10.0	NA	11.0	NA	11.0	12.0	NA	10.0	11.0	9.0	8.0	12.0	11.0	8.0	12.0	10.0	11.0	9.0	NA	10.0	9.0	9.0	8.0	NA	10.0	9.0	9.0	9.0	12.0	11.0	11.0	10.0	10.0	10.0	11.0	10.0	9.0	11.0	12.0	10.0	10.0	10.0	9.0	11.0	8.0	8.0	NA	10.0	10.0	NA
Tc5(all)	6.0	4.0	30.0	7.0	5.0	4.0	5.0	9.0	5.0	6.0	4.0	5.0	NA	6.0	5.0	4.0	5.0	6.0	7.0	6.0	9.0	5.0	3.0	8.0	4.0	NA	6.0	4.0	8.0	5.0	4.0	5.0	4.0	4.0	2.0	5.0	5.0	6.0	8.0	7.0	10.0	5.0	8.0	4.0	7.0	7.0	6.0	4.0	4.0	5.0	4.0	NA	6.0	5.0	3.0	5.0	6.0	NA	4.0	6.0	4.0	5.0	8.0	6.0	6.0	3.0	4.0	3.0	3.0	5.0	9.0	3.0	3.0	6.0	4.0	4.0	5.0	3.0	6.0	2.0	4.0	4.0	NA	5.0	6.0	5.0	3.0	6.0	4.0	5.0	7.0	NA	5.0	4.0	4.0	3.0	5.0	4.0	6.0	5.0	4.0	3.0	5.0	3.0	9.0	5.0	2.0	3.0	3.0	8.0	4.0	5.0	6.0	3.0	7.0	7.0	3.0	5.0	4.0	6.0	4.0	7.0	5.0	5.0	6.0	6.0	6.0	5.0	3.0	4.0	NA	5.0	5.0	6.0	8.0	3.0	4.0	6.0	7.0	3.0	3.0	5.0	5.0	4.0	6.0	5.0	3.0	6.0	4.0	7.0	8.0	4.0
Tc3(all)	15.0	6.0	11.0	18.0	10.0	9.0	12.0	13.0	8.0	13.0	8.0	8.0	7.0	15.0	10.0	6.0	19.0	12.0	6.0	9.0	11.0	3.0	8.0	10.0	NA	8.0	10.0	7.0	18.0	16.0	16.0	12.0	10.0	11.0	15.0	13.0	17.0	11.0	12.0	12.0	11.0	13.0	11.0	9.0	18.0	5.0	13.0	NA	4.0	3.0	NA	NA	6.0	11.0	8.0	12.0	8.0	NA	7.0	12.0	11.0	9.0	16.0	5.0	16.0	5.0	14.0	5.0	7.0	7.0	8.0	11.0	11.0	9.0	7.0	7.0	9.0	8.0	9.0	2.0	11.0	2.0	NA	14.0	7.0	10.0	7.0	17.0	15.0	11.0	19.0	NA	9.0	NA	10.0	12.0	7.0	10.0	15.0	11.0	16.0	16.0	7.0	NA	19.0	9.0	10.0	NA	8.0	8.0	5.0	13.0	4.0	8.0	13.0	8.0	9.0	7.0	12.0	11.0	6.0	NA	8.0	12.0	6.0	7.0	6.0	NA	9.0	4.0	5.0	12.0	11.0	11.0	13.0	19.0	11.0	6.0	13.0	14.0	6.0	7.0	11.0	13.0	11.0	15.0	14.0	15.0	11.0	11.0	14.0	8.0
MAR(all)	3.0	NA	2.0	4.0	2.0	1.0	1.0	2.0	1.0	3.0	4.0	1.0	1.0	3.0	1.0	1.0	5.0	3.0	1.0	1.0	1.0	NA	1.0	3.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	5.0	1.0	4.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	4.0	3.0	2.0	1.0	1.0	3.0	NA	2.0	1.0	2.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	2.0	0.0	1.0	4.0	1.0	1.0	NA	3.0	2.0	4.0	1.0	2.0	2.0	4.0	0.0	1.0	NA	1.0	1.0	2.0	1.0	2.0	1.0	NA	NA	NA	NA	2.0	NA	NA	2.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	NA	1.0	NA	2.0	3.0	1.0	2.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0	8.0	5.0	2.0	3.0	3.0	3.0	2.0	5.0	0.0	1.0
Tc1(all)	22.0	18.0	398.0	24.0	23.0	18.0	21.0	29.0	23.0	25.0	25.0	18.0	20.0	20.0	25.0	17.0	25.0	24.0	24.0	17.0	NA	19.0	19.0	26.0	171.0	8.0	25.0	19.0	24.0	22.0	22.0	20.0	21.0	19.0	18.0	20.0	18.0	24.0	22.0	18.0	18.0	25.0	20.0	21.0	21.0	21.0	23.0	NA	21.0	NA	NA	NA	22.0	24.0	20.0	22.0	24.0	22.0	23.0	24.0	23.0	22.0	25.0	20.0	25.0	10.0	22.0	NA	20.0	17.0	19.0	15.0	20.0	20.0	24.0	19.0	22.0	29.0	21.0	NA	25.0	17.0	NA	21.0	19.0	18.0	18.0	22.0	19.0	23.0	17.0	NA	21.0	17.0	17.0	20.0	24.0	19.0	28.0	28.0	21.0	25.0	23.0	NA	14.0	20.0	23.0	20.0	18.0	18.0	20.0	19.0	17.0	22.0	16.0	16.0	17.0	20.0	14.0	18.0	16.0	18.0	20.0	18.0	20.0	15.0	16.0	17.0	16.0	18.0	20.0	25.0	22.0	22.0	26.0	30.0	22.0	18.0	23.0	25.0	23.0	16.0	21.0	26.0	20.0	21.0	20.0	21.0	18.0	22.0	24.0	NA
