Isotype	Strain	Filtered From Analysis	ReadGroup	Total Reads	Mapped Reads	Duplicate Reads	Length Estimate
MY18	MY18	FALSE	BGI1-RET7-MY18	19616065	19391889	691940	10.3936815946984
MY18	MY18	FALSE	BGI2-RET7-MY18	17653541	17448932	595391	11.4577577360157
MY18	MY18	FALSE	BGI3-RET7a-MY18	33268024	32883413	1718011	11.7330790722031
MY18	MY18	FALSE	Princeton1-PL_18-MY18	10331384	10213235	774998	6.89474493454171
MY18	MY18	FALSE	Princeton1-PL_19-MY18	26655924	26352507	4221855	5.70479996262131
MY18	MY18	FALSE	Rockman-R096.4-MY18	9772896	9644795	97546	5.97027022912304
MY18	MY6	FALSE	MMP-ML_2-MY6	4121650	4044928	32415	4.44876850079206
MY18	MY6	FALSE	MMP-ML_3-MY6	7303071	7188821	70313	4.40346161100138
MY18	MY6	FALSE	MMP-ML_5-MY6	3303564	3251473	19700	4.84995866758255
MY18	MY6	FALSE	MMP-ML_6-MY6	4087500	4014551	25141	4.68173425271278
MY18	MY6	FALSE	MMP-ML_7-MY6	7744882	7608054	57664	4.28705569652293
MY23	MY2	FALSE	MMP-ML_2-MY2	3113370	3046987	24623	5.7806906760964
MY23	MY2	FALSE	MMP-ML_3-MY2	5204176	5108159	49405	5.82261126068263
MY23	MY2	FALSE	MMP-ML_5-MY2	2807896	2756198	15780	6.42598927892896
MY23	MY2	FALSE	MMP-ML_6-MY2	5389320	5281689	34176	5.89154867157388
MY23	MY2	FALSE	MMP-ML_7-MY2	9503918	9311186	72150	5.6026352684493
MY23	MY23	FALSE	BGI1-RET1-MY23	14324052	14139930	506075	43.6664725343291
MY23	MY23	FALSE	BGI2-RET1-MY23	14161912	13979953	519475	46.4864081548754
MY23	MY23	FALSE	BGI3-RET1a-MY23	55320009	54639192	3949491	31.7409897573281
MY23	MY23	FALSE	Princeton1-PL_12-MY23	15510563	15137712	207467	6.65286503532391
MY23	MY23	FALSE	Princeton2-P-MY23	52527418	51812572	3177571	35.121740350468
N2	ECA253	FALSE	BGI1-RET1-ECA253	13346268	13337485	409785	22.6929964047434
N2	ECA253	FALSE	BGI2-RET1-ECA253	13596092	13587243	437455	23.1904352700522
N2	ECA253	FALSE	BGI3-RET1a-ECA253	17249251	17238096	549144	17.4705240877637
N2	ECA253	FALSE	Princeton2-P-ECA253	51023159	50927762	2951352	18.1512651260957
N2	ECA254	FALSE	UChicago-EA1-ECA254	16202144	15549118	435293	7.81540502737831
N2	ECA254	FALSE	UChicago2-L007-ECA254	15093718	14505246	314023	8.01517026522938
N2	N2	FALSE	BGI1-RET6-N2	3291890	3290298	33277	15.7552199633547
N2	N2	FALSE	BGI2-RET6-N2	10552118	10546623	282303	20.09752061929
N2	N2	FALSE	BGI3-RET6b-N2	20944099	20933207	839868	18.1096390028316
NIC1	NIC1	FALSE	BGI1-RET3-NIC1	13502097	11189397	227435	16.0609243541432
NIC1	NIC1	FALSE	BGI2-RET3-NIC1	15228660	12563095	292592	18.6201947815806
NIC1	NIC1	FALSE	BGI3-RET3a-NIC1	24216743	20157876	700476	14.3489663811219
NIC1	NIC1	FALSE	Princeton1-PL_3-NIC1	18804937	18496654	130266	9.16845480254516
NIC1	NIC1	FALSE	Princeton1-PL_4-NIC1	5825396	5773899	18767	8.35922155092197
NIC166	NIC166	FALSE	BGI1-RET5-NIC166	13055418	12463765	442429	17.4216702775019
NIC166	NIC166	FALSE	BGI2-RET5-NIC166	11741700	11201359	380606	19.2874842913338
NIC166	NIC166	FALSE	BGI3-RET5a-NIC166	22141940	21119295	1085089	17.6370285808201
NIC195	NIC195	FALSE	BGI1-RET5-NIC195	16127228	15577908	634032	23.9386347203621
NIC195	NIC195	FALSE	BGI2-RET5-NIC195	14152944	13670671	518096	24.2494252612601
NIC195	NIC195	FALSE	BGI3-RET5a-NIC195	27224044	26298132	1510857	23.2176729423489
NIC195	NIC196	FALSE	BGI1-RET2-NIC196	16556161	14787542	529647	12.6357368705734
NIC195	NIC196	FALSE	BGI2-RET2-NIC196	16084684	14394140	501904	11.8378136106409
NIC195	NIC196	FALSE	BGI3-RET2b-NIC196	31118245	27259231	1556670	13.3498055767278
NIC195	NIC197	FALSE	BGI1-RET3-NIC197	12656322	11331401	269258	20.9046792570528
NIC195	NIC197	FALSE	BGI2-RET3-NIC197	15154885	13546827	379972	23.3258205552022
NIC195	NIC197	FALSE	BGI3-RET3a-NIC197	24075367	21639633	871394	18.2570704329776
NIC195	NIC198	FALSE	BGI1-RET4-NIC198	10135479	8330311	138388	15.0435604861994
NIC195	NIC198	FALSE	BGI2-RET4-NIC198	9463714	7780328	147992	15.6483438880286
NIC195	NIC198	FALSE	BGI3-RET4a-NIC198	23152115	18781465	685796	15.4787609356954
NIC199	NIC199	FALSE	BGI1-RET6-NIC199	3796775	3741554	29183	13.0664534772097
NIC199	NIC199	FALSE	BGI2-RET6-NIC199	11876334	11693643	244545	15.3154018249435
NIC199	NIC199	FALSE	BGI3-RET6a-NIC199	31490364	31009562	1178780	13.2193725956317
NIC199	NIC200	FALSE	BGI1-RET7-NIC200	15618185	15001096	501902	12.0645488286776
NIC199	NIC200	FALSE	BGI2-RET7-NIC200	13772951	13207450	419446	14.2287057002448
NIC199	NIC200	FALSE	BGI3-RET7a-NIC200	25592813	24549344	1167365	14.7157045732238
NIC2	NIC2	FALSE	BGI1-RET2-NIC2	15628811	11710711	310389	13.4287747494796
NIC2	NIC2	FALSE	BGI2-RET2-NIC2	15369507	11567917	304973	12.8555790167512
NIC2	NIC2	FALSE	BGI3-RET2a-NIC2	35383405	25605255	1312906	13.3471286556176
NIC2	NIC2	FALSE	Princeton1-PL_5-NIC2	19513771	18730814	137805	8.60770675297928
NIC2	NIC2	FALSE	Princeton1-PL_6-NIC2	4265760	4143307	11726	7.42979454144937
NIC207	NIC207	FALSE	BGI1-RET3-NIC207	13261388	13181788	669747	86.2544135533456
NIC207	NIC207	FALSE	BGI2-RET3-NIC207	14886036	14795694	821672	97.5336206513089
NIC207	NIC207	FALSE	BGI3-RET3a-NIC207	25120117	24968181	1729047	74.1246147726061
NIC231	NIC231	FALSE	BGI1-RET4-NIC231	12934212	11780148	192965	10.1002241179892
NIC231	NIC231	FALSE	BGI2-RET4-NIC231	11589017	10553567	192101	10.7803628490715
NIC231	NIC231	FALSE	BGI3-RET4a-NIC231	29846058	26969513	1010724	10.3512523951012
NIC231	NIC232	FALSE	BGI1-RET1-NIC232	25181110	24982420	1321795	16.9134568047244
NIC231	NIC232	FALSE	BGI2-RET1-NIC232	22277449	22102851	1097606	17.3496610996367
NIC231	NIC232	FALSE	BGI3-RET1b-NIC232	42000979	41685214	2753333	14.4811393609397
NIC236	NIC236	FALSE	BGI1-RET6-NIC236	2771304	2661060	24357	9.2064001592827
NIC236	NIC236	FALSE	BGI2-RET6-NIC236	9263885	8781869	211022	10.5393730261228
NIC236	NIC236	FALSE	BGI3-RET6a-NIC236	23146618	22115908	869318	9.31695700113529
NIC236	NIC237	FALSE	BGI1-RET5-NIC237	15721478	15225509	713411	14.2765556650902
NIC236	NIC237	FALSE	BGI2-RET5-NIC237	13662837	13227311	580905	14.8572467769273
NIC236	NIC237	FALSE	BGI3-RET5a-NIC237	27019937	26160886	1695079	14.2875310416421
NIC242	NIC242	FALSE	UChicago-EA1-NIC242	13950757	13839781	456009	19.4122957380983
NIC242	NIC242	FALSE	UChicago2-L007-NIC242	21523846	21351286	647690	13.0533365637696
NIC251	NIC251	FALSE	UChicago-EA1-NIC251	17996540	17790297	608727	13.0376765752747
NIC251	NIC251	FALSE	UChicago2-L007-NIC251	18431413	18176283	478936	14.176572661623
NIC252	NIC252	FALSE	UChicago-EA2-NIC252	13487880	13346152	334506	8.96273341522381
NIC252	NIC252	FALSE	UChicago2-L008-NIC252	14305671	14134378	317740	7.17528626689404
NIC255	NIC255	FALSE	UChicago-EA2-NIC255	13181868	13020762	316841	10.5145445828254
NIC255	NIC255	FALSE	UChicago2-L008-NIC255	18796379	18570315	476257	9.03099490353473
NIC256	NIC256	FALSE	UChicago-EA2-NIC256	11902155	11790910	291268	14.0533673675246
NIC256	NIC256	FALSE	UChicago2-L008-NIC256	15506875	15336732	389376	10.2095094223144
NIC256	NIC263	FALSE	UChicago-EA2-NIC263	10672328	10542242	268172	17.6890946964141
NIC256	NIC263	FALSE	UChicago2-L008-NIC263	14997771	14813519	406164	15.603304690349
NIC258	NIC258	FALSE	UChicago-EA1-NIC258	14306382	14142186	503912	17.926738367975
NIC258	NIC258	FALSE	UChicago2-L007-NIC258	22661458	22358055	737530	14.4569132248921
NIC259	NIC259	FALSE	UChicago-EA1-NIC259	12546404	12314180	380959	19.8746669368632
NIC259	NIC259	FALSE	UChicago2-L007-NIC259	15092187	14802437	378397	14.404847109298
NIC260	NIC260	FALSE	UChicago-EA2-NIC260	15253015	15111359	417605	11.6077991642442
NIC260	NIC260	FALSE	UChicago2-L008-NIC260	23319158	23062430	681948	9.27633472328751
NIC261	NIC261	FALSE	UChicago-EA1-NIC261	16633568	16446904	657615	16.3476895280768
NIC261	NIC261	FALSE	UChicago2-L007-NIC261	25977011	25654270	937228	11.7608521287217
NIC262	NIC262	FALSE	UChicago-EA1-NIC262	11761673	11486289	382270	15.5140962943505
NIC262	NIC262	FALSE	UChicago2-L007-NIC262	20920969	20484082	668425	10.7167859727034
NIC265	NIC265	FALSE	UChicago-EA2-NIC265	12445739	12173367	321778	8.25783316387193
NIC265	NIC265	FALSE	UChicago2-L008-NIC265	15755932	15424608	435424	7.4076430192622
NIC266	NIC266	FALSE	UChicago-EA2-NIC266	13643135	13523141	356821	31.1378794311928
NIC266	NIC266	FALSE	UChicago2-L008-NIC266	19991968	19789209	563036	26.8528648870164
NIC267	NIC267	FALSE	UChicago-EA2-NIC267	14062939	13986186	371735	9.32425161116067
NIC267	NIC267	FALSE	UChicago2-L008-NIC267	28010972	27852032	918611	5.89588528377246
NIC267	NIC270	FALSE	UChicago-EA2-NIC270	15348945	15256394	395513	8.36564616158653
NIC267	NIC270	FALSE	UChicago2-L008-NIC270	20563521	20436148	537644	6.75695042039251
NIC268	NIC268	FALSE	UChicago-EA2-NIC268	16134800	15926409	474112	12.5819307562577
NIC268	NIC268	FALSE	UChicago2-L008-NIC268	22996971	22708911	729052	9.910363488246
NIC269	NIC269	FALSE	UChicago-EA1-NIC269	18861865	18633940	621847	16.5174732494933
NIC269	NIC269	FALSE	UChicago2-L007-NIC269	27203443	26855038	804594	10.3339193309125
NIC271	NIC271	FALSE	UChicago-EA2-NIC271	13409575	13284373	363091	17.7835230885776
NIC271	NIC271	FALSE	UChicago2-L008-NIC271	20962399	20739752	606972	12.7459590972872
NIC272	NIC272	FALSE	UChicago-EA2-NIC272	15107421	14728431	424294	10.6051583624068
NIC272	NIC272	FALSE	UChicago2-L008-NIC272	23332519	22774892	724095	7.13258937518584
NIC272	NIC273	FALSE	UChicago-EA1-NIC273	15405061	15223755	424088	6.67851663186271
NIC272	NIC273	FALSE	UChicago2-L007-NIC273	13300872	13124619	258218	8.00867873153707
NIC274	NIC274	FALSE	UChicago-EA1-NIC274	18714961	16107212	490146	3.77114607555344
NIC274	NIC274	FALSE	UChicago2-L007-NIC274	13569486	11613364	238022	4.6038157714967
NIC275	NIC275	FALSE	UChicago-EA1-NIC275	9637921	9543610	296184	23.3820358985171
NIC275	NIC275	FALSE	UChicago2-L007-NIC275	19004050	18800192	598587	18.0567028878768
NIC276	NIC276	FALSE	UChicago-EA2-NIC276	12370713	12206807	348855	9.65598905974619
NIC276	NIC276	FALSE	UChicago2-L008-NIC276	14010341	13853243	355095	7.50963371356204
NIC277	NIC277	FALSE	UChicago-EA2-NIC277	14674703	14584649	441460	12.4921200530094
NIC277	NIC277	FALSE	UChicago2-L008-NIC277	20989087	20851526	666680	10.5578437817834
NIC3	NIC3	FALSE	BGI1-RET3-NIC3	14423642	8003459	134250	4.27726485756226
NIC3	NIC3	FALSE	BGI2-RET3-NIC3	16669059	9161461	179882	4.76532111437978
NIC3	NIC3	FALSE	BGI3-RET3a-NIC3	29663270	16651983	548615	3.83066072413667
NIC3	NIC3	FALSE	Princeton1-PL_5-NIC3	25381877	24491124	272578	6.04289509884364
NIC3	NIC3	FALSE	Princeton1-PL_6-NIC3	5045006	4908697	16602	5.3823246610772
NIC3	NIC4	FALSE	BGI1-RET4-NIC4	5981635	5032027	69383	13.9016528636022
NIC3	NIC4	FALSE	BGI2-RET4-NIC4	5600789	4707127	77892	14.4435286193409
NIC3	NIC4	FALSE	BGI3-RET4a-NIC4	14756118	12265460	417554	15.4406817329024
NIC3	NIC4	FALSE	Princeton1-PL_7-NIC4	21351174	20658614	162742	6.38370730999284
NIC3	NIC4	FALSE	Princeton1-PL_8-NIC4	7824788	7623393	29978	5.66591099119242
PB303	PB303	FALSE	BGI1-RET6-PB303	4633142	4598553	63912	36.2591641302057
PB303	PB303	FALSE	BGI2-RET6-PB303	14447101	14333469	452159	49.9043010284198
PB303	PB303	FALSE	BGI3-RET6b-PB303	27453094	27239997	1216595	45.0854414918354
PB303	PB303	FALSE	Princeton1-PL_22-PB303	25012105	24805889	878416	21.5795310689423
PB306	ECA259	FALSE	BGI1-RET2-ECA259	12534851	12429037	305277	20.0987921568174
PB306	ECA259	FALSE	BGI2-RET2-ECA259	12245053	12140100	290900	18.8034969546038
PB306	ECA259	FALSE	BGI3-RET2a-ECA259	21177180	20989370	813943	21.2772397525693
PB306	ECA259	FALSE	Princeton1-PL_9-ECA259	14765021	14319619	258013	5.56279599002627
PS2025	PS2025	FALSE	BGI1-RET7-PS2025	15902114	15703679	396077	10.2206855679497
PS2025	PS2025	FALSE	BGI2-RET7-PS2025	13597679	13428356	314374	9.98257343519451
PS2025	PS2025	FALSE	BGI3-RET7a-PS2025	24866234	24555159	844510	11.5685153469516
PS2025	PS2025	FALSE	Princeton1-PL_22-PS2025	12504491	12330771	380005	9.29935624483551
PX179	PX179	FALSE	BGI1-RET6-PX179	3026851	3018228	20247	10.9190942856092
PX179	PX179	FALSE	BGI2-RET6-PX179	9654452	9626112	173256	14.009398938289
PX179	PX179	FALSE	BGI3-RET6a-PX179	24998711	24923923	819498	12.1708895197816
PX179	PX179	FALSE	Princeton1-PL_18-PX179	13405900	13362540	2556586	7.83621808901037
PX179	PX179	FALSE	Princeton1-PL_19-PX179	28232547	28141477	8792515	6.6377672002622
PX179	PX179	FALSE	Rockman-R096.2-PX179	12306361	12239693	201583	7.34332998958887
QG2075	QG2075	FALSE	UChicago-EA1-QG2075	14714076	14564073	459131	16.6304393203451
QG2075	QG2075	FALSE	UChicago2-L007-QG2075	14488186	14312865	363624	21.2740943702648
QG536	QG536	FALSE	BGI1-RET5-QG536	12300240	12177536	410532	10.1621948416911
QG536	QG536	FALSE	BGI2-RET5-QG536	11220581	11108447	353938	11.2209171407879
QG536	QG536	FALSE	BGI3-RET5b-QG536	26660124	26393227	1299338	10.3677154599292
QG536	QG536	FALSE	Princeton1-PL_7-QG536	20575623	20136013	154315	6.48113385379974
QG536	QG536	FALSE	Princeton1-PL_8-QG536	6538296	6443531	23316	5.80050658461489
QG536	QG537	FALSE	BGI1-RET7-QG537	18119049	17961086	622035	7.14543859651496
QG536	QG537	FALSE	BGI2-RET7-QG537	16953069	16805049	569147	7.58170981445504
QG536	QG537	FALSE	BGI3-RET7b-QG537	30140070	29881683	1515011	8.01751257120084
QG536	QG537	FALSE	Princeton1-PL_21-QG537	30137881	29752047	14446966	5.14982737035076
QG536	QG537	FALSE	Princeton1-PL_7-QG537	19775716	19360234	186028	6.00019151483266
QG536	QG537	FALSE	Princeton1-PL_8-QG537	5976580	5894321	24186	5.21594062947072
QG536	QG538	FALSE	BGI1-RET6-QG538	4107786	4072269	52496	13.5585385002981
QG536	QG538	FALSE	BGI2-RET6-QG538	12222226	12115397	348150	15.5126239877399
QG536	QG538	FALSE	BGI3-RET6b-QG538	24450042	24236457	1058491	15.2324172705263
QG536	QG538	FALSE	Princeton1-PL_3-QG538	11818309	11444566	156708	6.61135937350976
QG536	QG538	FALSE	Princeton1-PL_4-QG538	3116671	3066891	14726	6.28701022718848
QG556	QG556	FALSE	BGI1-RET2-QG556	14184996	14017036	436704	52.7114543506648
QG556	QG556	FALSE	BGI2-RET2-QG556	13842987	13677313	412031	50.2417938573923
QG556	QG556	FALSE	BGI3-RET2a-QG556	29329436	28970679	1701159	56.9309512506682
QG556	QG558	FALSE	BGI1-RET7-QG558	11640186	11504916	274191	45.4953450368397
QG556	QG558	FALSE	BGI2-RET7-QG558	10071257	9954765	232227	50.8553441758576
QG556	QG558	FALSE	BGI3-RET7a-QG558	18035782	17826629	598225	55.1835909959642
QG557	QG557	FALSE	BGI1-RET1-QG557	16174183	16025578	802009	46.9846500965174
QG557	QG557	FALSE	BGI2-RET1-QG557	14821880	14684324	709840	47.9153486435173
QG557	QG557	FALSE	BGI3-RET1b-QG557	28458451	28203551	1770828	40.3470234346134
QW947	QW947	FALSE	UChicago-EA2-QW947	12226509	11954078	293400	10.0185780241271
QW947	QW947	FALSE	UChicago2-L008-QW947	23361270	22856348	721047	7.08072402867509
QX1211	QX1211	FALSE	BGI1-RET3-QX1211	18219941	17864963	1055461	34.2381556150081
QX1211	QX1211	FALSE	BGI2-RET3-QX1211	22302529	21865341	1415266	36.9237097958208
QX1211	QX1211	FALSE	BGI3-RET3a-QX1211	36741876	36014066	2951488	29.4379676031676
QX1211	QX1211	FALSE	Princeton1-PL_1-QX1211	35472593	34689713	559918	9.75684206257419
QX1211	QX1211	FALSE	Rockman-R106.4-QX1211	61156234	59610194	7253428	21.322814334471
QX1211	QX1215	FALSE	BGI1-RET3-QX1215	15836597	15522482	637221	25.8389140934882
QX1211	QX1215	FALSE	BGI2-RET3-QX1215	18473088	18104314	827428	29.2544646610612
QX1211	QX1215	FALSE	BGI3-RET3b-QX1215	27092507	26548393	1540345	24.6717095663992
QX1211	QX1215	FALSE	Princeton1-PL_7-QX1215	21546477	20822065	283787	16.8971945089797
QX1211	QX1215	FALSE	Princeton1-PL_8-QX1215	7114781	6924601	40719	14.4439301575074
QX1211	QX1216	FALSE	BGI1-RET7-QX1216	18400846	18023144	859814	24.3101913704624
QX1211	QX1216	FALSE	BGI2-RET7-QX1216	16903845	16555946	775257	27.125643148149
QX1211	QX1216	FALSE	BGI3-RET7b-QX1216	30322126	29705507	1978860	28.2788607624371
QX1212	QX1212	FALSE	BGI1-RET4-QX1212	12372237	12247252	227733	42.8447246765156
QX1212	QX1212	FALSE	BGI2-RET4-QX1212	10410665	10304932	202747	43.9640792387591
QX1212	QX1212	FALSE	BGI3-RET4a-QX1212	33965764	33619851	1465857	42.6161156137017
QX1212	QX1212	FALSE	Princeton1-PL_5-QX1212	22396518	21843910	303399	64.5338756649219
QX1212	QX1212	FALSE	Princeton1-PL_6-QX1212	5232713	5152171	30259	53.0007625996531
QX1212	QX1213	FALSE	BGI1-RET5-QX1213	17938626	17750111	835739	96.912574953735
QX1212	QX1213	FALSE	BGI2-RET5-QX1213	15543099	15378653	687251	99.5915037547998
QX1212	QX1213	FALSE	BGI3-RET5b-QX1213	29366037	29050356	1725082	95.4951452258671
QX1212	QX1213	FALSE	Princeton1-PL_5-QX1213	21332186	20684337	250547	62.2409588879525
QX1212	QX1213	FALSE	Princeton1-PL_6-QX1213	4338872	4266732	19173	48.8477871892389
QX1212	QX1214	FALSE	BGI1-RET6-QX1214	2741293	2711002	22896	41.8446938727606
QX1212	QX1214	FALSE	BGI2-RET6-QX1214	10178155	10064979	272549	59.8171406686928
QX1212	QX1214	FALSE	BGI3-RET6a-QX1214	25762282	25472644	1086407	51.7142343140755
QX1212	QX1214	FALSE	Princeton1-PL_21-QX1214	30917756	30517025	11715527	44.2605482517174
QX1212	QX1214	FALSE	Princeton1-PL_7-QX1214	15963407	15573935	122983	48.2669622313463
QX1212	QX1214	FALSE	Princeton1-PL_8-QX1214	5118469	5039781	21285	43.1717775131582
QX1233	QX1233	FALSE	BGI1-RET4-QX1233	18253639	18098844	524669	19.5350994940302
QX1233	QX1233	FALSE	BGI2-RET4-QX1233	17256448	17107465	530832	19.6082463633673
QX1233	QX1233	FALSE	BGI3-RET4b-QX1233	30970675	30701696	1605786	21.5797318380256
QX1233	QX1233	FALSE	Princeton1-PL_22-QX1233	9756617	9662385	527863	9.23517706121769
QX1791	QX1791	FALSE	BGI1-RET2-QX1791	21901427	21535892	655620	7.86894344958295
QX1791	QX1791	FALSE	BGI2-RET2-QX1791	21617645	21253614	636980	7.4347468455033
QX1791	QX1791	FALSE	BGI3-RET2b-QX1791	25686582	25251288	950456	8.43330534264765
QX1791	QX1791	FALSE	Princeton1-PL_3-QX1791	17563146	16958617	121834	6.83926574453215
QX1791	QX1791	FALSE	Princeton1-PL_4-QX1791	5661367	5532680	19405	6.59817553704187
QX1792	QX1792	FALSE	BGI1-RET2-QX1792	12380184	12233404	363410	25.0520331331355
QX1792	QX1792	FALSE	BGI2-RET2-QX1792	12228777	12082705	352329	23.8260032646491
QX1792	QX1792	FALSE	BGI3-RET2b-QX1792	18670674	18443644	855190	26.6870296242375
QX1792	QX1792	FALSE	Princeton1-PL_5-QX1792	23391787	22704117	240713	7.80871272460273
QX1792	QX1792	FALSE	Princeton1-PL_6-QX1792	5487511	5395707	22410	7.20600393663396
QX1792	QX1792	FALSE	UChicago-EA1-QX1792	18703914	18504631	623708	9.44939767306402
QX1792	QX1792	FALSE	UChicago2-L007-QX1792	20659849	20400640	560891	7.59422442064538
QX1793	QX1793	FALSE	BGI1-RET2-QX1793	15440058	15245869	499275	14.1243726999735
QX1793	QX1793	FALSE	BGI2-RET2-QX1793	14177343	13998557	429297	12.3227378697595
QX1793	QX1793	FALSE	BGI3-RET2b-QX1793	18845655	18591188	920354	14.4545709189206
QX1793	QX1793	FALSE	Princeton1-PL_7-QX1793	13110061	12701669	155210	8.39977690574199
QX1793	QX1793	FALSE	Princeton1-PL_8-QX1793	3888993	3817413	18078	7.53292292722106
QX1794	QX1794	FALSE	BGI1-RET2-QX1794	27370535	26911446	1227793	32.9551742499016
QX1794	QX1794	FALSE	BGI2-RET2-QX1794	26800547	26346035	1168583	30.5968067517871
QX1794	QX1794	FALSE	BGI3-RET2b-QX1794	36170827	35538736	2164482	35.222593353296
RC301	PX174	FALSE	MMP-ML_2-PX174	4312118	4244464	41028	14.6570800009097
RC301	PX174	FALSE	MMP-ML_3-PX174	6701336	6615413	74924	15.7212899882825
RC301	PX174	FALSE	MMP-ML_5-PX174	3311332	3269885	20491	18.3251311522053
RC301	PX174	FALSE	MMP-ML_6-PX174	5215569	5139644	34829	16.2155834712868
RC301	PX174	FALSE	MMP-ML_7-PX174	9670566	9530010	78759	16.1030858616293
RC301	PX174	TRUE	Rockman-R083.8-PX174	0	0	0	NA
RC301	RC301	FALSE	BGI1-RET5-RC301	10108987	10040489	309437	49.6960365660438
RC301	RC301	FALSE	BGI2-RET5-RC301	8867429	8807123	264033	54.8176558801954
RC301	RC301	FALSE	BGI3-RET5a-RC301	18371509	18249153	812775	47.7710625956758
RC301	RC301	FALSE	Princeton1-PL_18-RC301	8237082	8170670	1083210	20.2203243752219
RC301	RC301	FALSE	Princeton1-PL_19-RC301	26079025	25879276	7896135	19.1672905334843
RC301	RC301	TRUE	Rockman-R076.3-RC301	0	0	0	NA
RC301	RC301	TRUE	Rockman-R076.4-RC301	0	0	0	NA
WN2001	WN2001	FALSE	BGI1-RET6-WN2001	4555291	4509768	41941	10.4119515812758
WN2001	WN2001	FALSE	BGI2-RET6-WN2001	12517334	12387502	238169	12.7741336919724
WN2001	WN2001	FALSE	BGI3-RET6b-WN2001	23948905	23705435	781433	11.7874874937685
WN2001	WN2001	FALSE	Princeton1-PL_3-WN2001	17975587	17537995	106117	7.21222777821525
WN2001	WN2001	FALSE	Princeton1-PL_4-WN2001	5468904	5388554	15690	6.97799718106993
WN2001	WN2010	FALSE	BGI1-RET7-WN2010	14615569	14438777	330522	17.6957869991897
WN2001	WN2010	FALSE	BGI2-RET7-WN2010	13181103	13019101	282610	19.455126475862
WN2001	WN2010	FALSE	BGI3-RET7b-WN2010	24965843	24657387	901434	19.863758483339
WN2001	WN2011	FALSE	BGI1-RET5-WN2011	15284451	15108918	456671	27.2882661055956
WN2001	WN2011	FALSE	BGI2-RET5-WN2011	13756292	13597082	391591	30.471326074745
WN2001	WN2011	FALSE	BGI3-RET5b-WN2011	30370993	30019149	1390116	26.7694787944327
WN2001	WN2013	FALSE	BGI1-RET7-WN2013	19124810	18906056	522071	19.2659350763964
WN2001	WN2013	FALSE	BGI2-RET7-WN2013	15062743	14887421	365355	21.9996738371932
WN2001	WN2013	FALSE	BGI3-RET7b-WN2013	29321939	28979898	1201072	22.9583462097951
WN2001	WN2014	FALSE	BGI1-RET4-WN2014	12256194	12124736	202501	15.1995580638982
WN2001	WN2014	FALSE	BGI2-RET4-WN2014	11505521	11381825	217405	16.1245681535389
WN2001	WN2014	FALSE	BGI3-RET4b-WN2014	24804531	24533097	891604	16.8670791464896
WN2001	WN2016	FALSE	BGI1-RET7-WN2016	19497069	19270567	583072	8.62477212505701
WN2001	WN2016	FALSE	BGI2-RET7-WN2016	17475932	17270152	488952	9.14248866777591
WN2001	WN2016	FALSE	BGI3-RET7b-WN2016	36824340	36392897	1771571	9.85120353170987
WN2001	WN2017	FALSE	BGI1-RET6-WN2017	7313110	7194774	107312	15.0507881731971
WN2001	WN2017	FALSE	BGI2-RET6-WN2017	18267264	17927360	492485	19.4391318722284
WN2001	WN2017	FALSE	BGI3-RET6b-WN2017	41677240	40959347	2158323	18.0329452130235
WN2001	WN2018	FALSE	BGI1-RET5-WN2018	13390150	13152265	342926	23.608436501415
WN2001	WN2018	FALSE	BGI2-RET5-WN2018	11560710	11351809	272754	24.3552974911698
WN2001	WN2018	FALSE	BGI3-RET5b-WN2018	24293742	23869823	909945	22.8376170677237
WN2001	WN2019	FALSE	BGI1-RET7-WN2019	16873382	16653617	437938	11.1655048738061
WN2001	WN2019	FALSE	BGI2-RET7-WN2019	15111656	14913178	371050	11.9618889041002
WN2001	WN2019	FALSE	BGI3-RET7b-WN2019	29305839	28914108	1128392	12.3784178288523
WN2001	WN2020	FALSE	BGI1-RET7-WN2020	14867946	14669837	321736	18.1548120465668
WN2001	WN2020	FALSE	BGI2-RET7-WN2020	12976106	12801034	257936	20.011189913485
WN2001	WN2020	FALSE	BGI3-RET7b-WN2020	24113640	23778759	788135	21.3161889547232
WN2001	WN2021	FALSE	BGI3-RET1b-WN2021	28525747	28147839	1349759	20.8809215821995
WN2002	WN2002	FALSE	BGI1-RET5-WN2002	15718846	15592024	427392	10.3744746857325
WN2002	WN2002	FALSE	BGI2-RET5-WN2002	13943571	13830822	352906	11.7633952037765
WN2002	WN2002	FALSE	BGI3-RET5b-WN2002	26183543	25968604	982716	10.4901176776945
